date,store_id,sku,category,sales_qty,price,base_price,inventory_level,promo_flag,holiday_flag,marketing_index,is_weekend,lead_time_days
2023-05-13,STORE001,SKU003,home,60,61.16,61.16,12154,0,0,0.1,1,7
2023-05-14,STORE001,SKU003,home,62,61.16,61.16,12092,0,0,0.1,1,7
2023-05-15,STORE001,SKU003,home,36,61.16,61.16,12056,0,0,0.1,0,7
2023-05-16,STORE001,SKU003,home,48,61.16,61.16,12008,0,0,0.1,0,7
2023-05-17,STORE001,SKU003,home,56,61.16,61.16,11952,0,0,0.1,0,7
2023-05-18,STORE001,SKU003,home,37,61.16,61.16,11915,0,0,0.1,0,7
2023-05-19,STORE001,SKU003,home,46,61.16,61.16,11869,0,0,0.1,0,7
2023-05-20,STORE001,SKU003,home,66,61.16,61.16,11803,0,0,0.1,1,7
2023-05-21,STORE001,SKU003,home,60,61.16,61.16,11743,0,0,0.1,1,7
2023-05-22,STORE001,SKU003,home,44,61.16,61.16,11699,0,0,0.1,0,7
2023-05-23,STORE001,SKU003,home,40,61.16,61.16,11659,0,0,0.1,0,7
2023-05-24,STORE001,SKU003,home,47,61.16,61.16,11612,0,0,0.1,0,7
2023-05-25,STORE001,SKU003,home,54,61.16,61.16,11558,0,0,0.1,0,7
2023-05-26,STORE001,SKU003,home,42,61.16,61.16,11516,0,0,0.1,0,7
2023-05-27,STORE001,SKU003,home,66,61.16,61.16,11450,0,0,0.1,1,7
2023-05-28,STORE001,SKU003,home,63,61.16,61.16,11387,0,0,0.1,1,7
2023-05-29,STORE001,SKU003,home,52,61.16,61.16,11335,0,0,0.1,0,7
2023-05-30,STORE001,SKU003,home,45,61.16,61.16,11290,0,0,0.1,0,7
2023-05-31,STORE001,SKU003,home,41,61.16,61.16,11249,0,0,0.1,0,7
2023-06-01,STORE001,SKU003,home,42,61.16,61.16,11207,0,0,0.1,0,7
2023-06-02,STORE001,SKU003,home,35,61.16,61.16,11172,0,0,0.1,0,7
2023-06-03,STORE001,SKU003,home,60,61.16,61.16,11112,0,0,0.1,1,7
2023-06-04,STORE001,SKU003,home,62,61.16,61.16,11050,0,0,0.1,1,7
2023-06-05,STORE001,SKU003,home,43,61.16,61.16,11007,0,0,0.1,0,7
2023-06-06,STORE001,SKU003,home,39,61.16,61.16,10968,0,0,0.1,0,7
2023-06-07,STORE001,SKU003,home,41,61.16,61.16,10927,0,0,0.1,0,7
2023-06-08,STORE001,SKU003,home,53,61.16,61.16,10874,0,0,0.1,0,7
2023-06-09,STORE001,SKU003,home,40,61.16,61.16,10834,0,0,0.1,0,7
2023-06-10,STORE001,SKU003,home,48,61.16,61.16,10786,0,0,0.1,1,7
2023-06-11,STORE001,SKU003,home,54,61.16,61.16,10732,0,0,0.1,1,7
2023-06-12,STORE001,SKU003,home,37,61.16,61.16,10695,0,0,0.1,0,7
2023-06-13,STORE001,SKU003,home,48,61.16,61.16,10647,0,0,0.1,0,7
2023-06-14,STORE001,SKU003,home,48,61.16,61.16,10599,0,0,0.1,0,7
2023-06-15,STORE001,SKU003,home,36,61.16,61.16,10563,0,0,0.1,0,7
2023-06-16,STORE001,SKU003,home,29,61.16,61.16,10534,0,0,0.1,0,7
2023-06-17,STORE001,SKU003,home,66,61.16,61.16,10468,0,0,0.1,1,7
2023-06-18,STORE001,SKU003,home,41,61.16,61.16,10427,0,0,0.1,1,7
2023-06-19,STORE001,SKU003,home,44,61.16,61.16,10383,0,0,0.1,0,7
2023-06-20,STORE001,SKU003,home,32,61.16,61.16,10351,0,0,0.1,0,7
2023-06-21,STORE001,SKU003,home,43,61.16,61.16,10308,0,0,0.1,0,7
2023-06-22,STORE001,SKU003,home,39,61.16,61.16,10269,0,0,0.1,0,7
2023-06-23,STORE001,SKU003,home,33,61.16,61.16,10236,0,0,0.1,0,7
2023-06-24,STORE001,SKU003,home,52,61.16,61.16,10184,0,0,0.1,1,7
2023-06-25,STORE001,SKU003,home,50,61.16,61.16,10134,0,0,0.1,1,7
2023-06-26,STORE001,SKU003,home,38,61.16,61.16,10096,0,0,0.1,0,7
2023-06-27,STORE001,SKU003,home,41,61.16,61.16,10055,0,0,0.1,0,7
2023-06-28,STORE001,SKU003,home,49,61.16,61.16,10006,0,0,0.1,0,7
2023-06-29,STORE001,SKU003,home,28,61.16,61.16,9978,0,0,0.1,0,7
2023-06-30,STORE001,SKU003,home,47,61.16,61.16,9931,0,0,0.1,0,7
2023-07-01,STORE001,SKU003,home,50,61.16,61.16,9881,0,0,0.1,1,7
2023-07-02,STORE001,SKU003,home,49,61.16,61.16,9832,0,0,0.1,1,7
2023-07-03,STORE001,SKU003,home,42,61.16,61.16,9790,0,0,0.1,0,7
2023-07-04,STORE001,SKU003,home,36,61.16,61.16,9754,0,0,0.1,0,7
2023-07-05,STORE001,SKU003,home,45,61.16,61.16,9709,0,0,0.1,0,7
2023-07-06,STORE001,SKU003,home,27,61.16,61.16,9682,0,0,0.1,0,7
2023-07-07,STORE001,SKU003,home,36,61.16,61.16,9646,0,0,0.1,0,7
2023-07-08,STORE001,SKU003,home,48,61.16,61.16,9598,0,0,0.1,1,7
2023-07-09,STORE001,SKU003,home,48,61.16,61.16,9550,0,0,0.1,1,7
2023-07-10,STORE001,SKU003,home,20,61.16,61.16,9530,0,0,0.1,0,7
2023-07-11,STORE001,SKU003,home,36,61.16,61.16,9494,0,0,0.1,0,7
2023-07-12,STORE001,SKU003,home,37,61.16,61.16,9457,0,0,0.1,0,7
2023-07-13,STORE001,SKU003,home,37,61.16,61.16,9420,0,0,0.1,0,7
2023-07-14,STORE001,SKU003,home,42,61.16,61.16,9378,0,0,0.1,0,7
2023-07-15,STORE001,SKU003,home,45,61.16,61.16,9333,0,0,0.1,1,7
2023-07-16,STORE001,SKU003,home,40,61.16,61.16,9293,0,0,0.1,1,7
2023-07-17,STORE001,SKU003,home,36,61.16,61.16,9257,0,0,0.1,0,7
2023-07-18,STORE001,SKU003,home,31,61.16,61.16,9226,0,0,0.1,0,7
2023-07-19,STORE001,SKU003,home,33,61.16,61.16,9193,0,0,0.1,0,7
2023-07-20,STORE001,SKU003,home,35,61.16,61.16,9158,0,0,0.1,0,7
2023-07-21,STORE001,SKU003,home,30,61.16,61.16,9128,0,0,0.1,0,7
2023-07-22,STORE001,SKU003,home,45,61.16,61.16,9083,0,0,0.1,1,7
2023-07-23,STORE001,SKU003,home,26,61.16,61.16,9057,0,0,0.1,1,7
2023-07-24,STORE001,SKU003,home,26,61.16,61.16,9031,0,0,0.1,0,7
2023-07-25,STORE001,SKU003,home,26,61.16,61.16,9005,0,0,0.1,0,7
2023-07-26,STORE001,SKU003,home,36,61.16,61.16,8969,0,0,0.1,0,7
2023-07-27,STORE001,SKU003,home,25,61.16,61.16,8944,0,0,0.1,0,7
2023-07-28,STORE001,SKU003,home,36,61.16,61.16,8908,0,0,0.1,0,7
2023-07-29,STORE001,SKU003,home,47,61.16,61.16,8861,0,0,0.1,1,7
2023-07-30,STORE001,SKU003,home,49,61.16,61.16,8812,0,0,0.1,1,7
2023-07-31,STORE001,SKU003,home,26,61.16,61.16,8786,0,0,0.1,0,7
2023-08-01,STORE001,SKU003,home,28,61.16,61.16,8758,0,0,0.1,0,7
2023-08-02,STORE001,SKU003,home,34,61.16,61.16,8724,0,0,0.1,0,7
2023-08-03,STORE001,SKU003,home,63,44.78,61.16,8661,1,0,0.8,0,7
2023-08-04,STORE001,SKU003,home,38,43.35,61.16,8623,1,0,0.8,0,7
2023-08-05,STORE001,SKU003,home,82,48.34,61.16,8541,1,0,0.8,1,7
2023-08-06,STORE001,SKU003,home,71,44.05,61.16,8470,1,0,0.8,1,7
2023-08-07,STORE001,SKU003,home,58,37.95,61.16,8412,1,0,0.8,0,7
2023-08-08,STORE001,SKU003,home,61,42.92,61.16,8351,1,0,0.8,0,7
2023-08-09,STORE001,SKU003,home,59,42.34,61.16,8292,1,0,0.8,0,7
2023-08-10,STORE001,SKU003,home,70,45.19,61.16,8222,1,0,0.8,0,7
2023-08-11,STORE001,SKU003,home,34,61.16,61.16,8188,0,0,0.1,0,7
2023-08-12,STORE001,SKU003,home,42,61.16,61.16,8146,0,0,0.1,1,7
2023-08-13,STORE001,SKU003,home,41,61.16,61.16,8105,0,0,0.1,1,7
2023-08-14,STORE001,SKU003,home,23,61.16,61.16,8082,0,0,0.1,0,7
2023-08-15,STORE001,SKU003,home,32,61.16,61.16,8050,0,0,0.1,0,7
2023-08-16,STORE001,SKU003,home,33,61.16,61.16,8017,0,0,0.1,0,7
2023-08-17,STORE001,SKU003,home,31,61.16,61.16,7986,0,0,0.1,0,7
2023-08-18,STORE001,SKU003,home,38,61.16,61.16,7948,0,0,0.1,0,7
2023-08-19,STORE001,SKU003,home,82,46.31,61.16,7866,1,0,0.8,1,7
2023-08-20,STORE001,SKU003,home,77,37.0,61.16,7789,1,0,0.8,1,7
2023-08-21,STORE001,SKU003,home,59,39.57,61.16,7730,1,0,0.8,0,7
2023-08-22,STORE001,SKU003,home,59,46.69,61.16,7671,1,0,0.8,0,7
2023-08-23,STORE001,SKU003,home,64,47.25,61.16,7607,1,0,0.8,0,7
2023-08-24,STORE001,SKU003,home,46,46.48,61.16,7561,1,0,0.8,0,7
2023-08-25,STORE001,SKU003,home,47,47.28,61.16,7514,1,0,0.8,0,7
2023-08-26,STORE001,SKU003,home,59,40.24,61.16,7455,1,0,0.8,1,7
2023-08-27,STORE001,SKU003,home,83,44.34,61.16,7372,1,0,0.8,1,7
2023-08-28,STORE001,SKU003,home,57,46.88,61.16,7315,1,0,0.8,0,7
2023-08-29,STORE001,SKU003,home,25,61.16,61.16,7290,0,0,0.1,0,7
2023-08-30,STORE001,SKU003,home,28,61.16,61.16,7262,0,0,0.1,0,7
2023-08-31,STORE001,SKU003,home,17,61.16,61.16,7245,0,0,0.1,0,7
2023-09-01,STORE001,SKU003,home,29,61.16,61.16,7216,0,0,0.1,0,7
2023-09-02,STORE001,SKU003,home,44,61.16,61.16,7172,0,0,0.1,1,7
2023-09-03,STORE001,SKU003,home,28,61.16,61.16,7144,0,0,0.1,1,7
2023-09-04,STORE001,SKU003,home,23,61.16,61.16,7121,0,0,0.1,0,7
2023-09-05,STORE001,SKU003,home,36,61.16,61.16,7085,0,0,0.1,0,7
2023-09-06,STORE001,SKU003,home,23,61.16,61.16,7062,0,0,0.1,0,7
2023-09-07,STORE001,SKU003,home,17,61.16,61.16,7045,0,0,0.1,0,7
2023-09-08,STORE001,SKU003,home,20,61.16,61.16,7025,0,0,0.1,0,7
2023-09-09,STORE001,SKU003,home,41,61.16,61.16,6984,0,0,0.1,1,7
2023-09-10,STORE001,SKU003,home,37,61.16,61.16,6947,0,0,0.1,1,7
2023-09-11,STORE001,SKU003,home,29,61.16,61.16,6918,0,0,0.1,0,7
2023-09-12,STORE001,SKU003,home,33,61.16,61.16,6885,0,0,0.1,0,7
2023-09-13,STORE001,SKU003,home,35,61.16,61.16,6850,0,0,0.1,0,7
2023-09-14,STORE001,SKU003,home,24,61.16,61.16,6826,0,0,0.1,0,7
2023-09-15,STORE001,SKU003,home,18,61.16,61.16,6808,0,0,0.1,0,7
2023-09-16,STORE001,SKU003,home,37,61.16,61.16,6771,0,0,0.1,1,7
2023-09-17,STORE001,SKU003,home,32,61.16,61.16,6739,0,0,0.1,1,7
2023-09-18,STORE001,SKU003,home,28,61.16,61.16,6711,0,0,0.1,0,7
2023-09-19,STORE001,SKU003,home,26,61.16,61.16,6685,0,0,0.1,0,7
2023-09-20,STORE001,SKU003,home,26,61.16,61.16,6659,0,0,0.1,0,7
2023-09-21,STORE001,SKU003,home,21,61.16,61.16,6638,0,0,0.1,0,7
2023-09-22,STORE001,SKU003,home,24,61.16,61.16,6614,0,0,0.1,0,7
2023-09-23,STORE001,SKU003,home,33,61.16,61.16,6581,0,0,0.1,1,7
2023-09-24,STORE001,SKU003,home,27,61.16,61.16,6554,0,0,0.1,1,7
2023-09-25,STORE001,SKU003,home,20,61.16,61.16,6534,0,0,0.1,0,7
2023-09-26,STORE001,SKU003,home,17,61.16,61.16,6517,0,0,0.1,0,7
2023-09-27,STORE001,SKU003,home,22,61.16,61.16,6495,0,0,0.1,0,7
2023-09-28,STORE001,SKU003,home,25,61.16,61.16,6470,0,0,0.1,0,7
2023-09-29,STORE001,SKU003,home,17,61.16,61.16,6453,0,0,0.1,0,7
2023-09-30,STORE001,SKU003,home,40,61.16,61.16,6413,0,0,0.1,1,7
2023-10-01,STORE001,SKU003,home,33,61.16,61.16,6380,0,0,0.1,1,7
2023-10-02,STORE001,SKU003,home,21,61.16,61.16,6359,0,0,0.1,0,7
2023-10-03,STORE001,SKU003,home,27,61.16,61.16,6332,0,0,0.1,0,7
2023-10-04,STORE001,SKU003,home,22,61.16,61.16,6310,0,0,0.1,0,7
2023-10-05,STORE001,SKU003,home,24,61.16,61.16,6286,0,0,0.1,0,7
2023-10-06,STORE001,SKU003,home,35,61.16,61.16,6251,0,0,0.1,0,7
2023-10-07,STORE001,SKU003,home,46,61.16,61.16,6205,0,0,0.1,1,7
2023-10-08,STORE001,SKU003,home,39,61.16,61.16,6166,0,0,0.1,1,7
2023-10-09,STORE001,SKU003,home,19,61.16,61.16,6147,0,0,0.1,0,7
2023-10-10,STORE001,SKU003,home,31,61.16,61.16,6116,0,0,0.1,0,7
2023-10-11,STORE001,SKU003,home,35,61.16,61.16,6081,0,0,0.1,0,7
2023-10-12,STORE001,SKU003,home,19,61.16,61.16,6062,0,0,0.1,0,7
2023-10-13,STORE001,SKU003,home,20,61.16,61.16,6042,0,0,0.1,0,7
2023-10-14,STORE001,SKU003,home,36,61.16,61.16,6006,0,0,0.1,1,7
2023-10-15,STORE001,SKU003,home,39,61.16,61.16,5967,0,0,0.1,1,7
2023-10-16,STORE001,SKU003,home,32,61.16,61.16,5935,0,0,0.1,0,7
2023-10-17,STORE001,SKU003,home,33,61.16,61.16,5902,0,0,0.1,0,7
2023-10-18,STORE001,SKU003,home,25,61.16,61.16,5877,0,0,0.1,0,7
2023-10-19,STORE001,SKU003,home,26,61.16,61.16,5851,0,0,0.1,0,7
2023-10-20,STORE001,SKU003,home,17,61.16,61.16,5834,0,0,0.1,0,7
2023-10-21,STORE001,SKU003,home,40,61.16,61.16,5794,0,0,0.1,1,7
2023-10-22,STORE001,SKU003,home,77,44.92,61.16,5717,1,0,0.8,1,7
2023-10-23,STORE001,SKU003,home,61,37.94,61.16,5656,1,0,0.8,0,7
2023-10-24,STORE001,SKU003,home,35,45.85,61.16,5621,1,0,0.8,0,7
2023-10-25,STORE001,SKU003,home,57,42.0,61.16,5564,1,0,0.8,0,7
2023-10-26,STORE001,SKU003,home,55,36.81,61.16,5509,1,0,0.8,0,7
2023-10-27,STORE001,SKU003,home,49,44.2,61.16,5460,1,0,0.8,0,7
2023-10-28,STORE001,SKU003,home,67,39.13,61.16,5393,1,0,0.8,1,7
2023-10-29,STORE001,SKU003,home,87,36.86,61.16,5306,1,0,0.8,1,7
2023-10-30,STORE001,SKU003,home,22,61.16,61.16,5284,0,0,0.1,0,7
2023-10-31,STORE001,SKU003,home,23,61.16,61.16,5261,0,0,0.1,0,7
2023-11-01,STORE001,SKU003,home,22,61.16,61.16,5239,0,0,0.1,0,7
2023-11-02,STORE001,SKU003,home,22,61.16,61.16,5217,0,0,0.1,0,7
2023-11-03,STORE001,SKU003,home,27,61.16,61.16,5190,0,0,0.1,0,7
2023-11-04,STORE001,SKU003,home,37,61.16,61.16,5153,0,0,0.1,1,7
2023-11-05,STORE001,SKU003,home,37,61.16,61.16,5116,0,0,0.1,1,7
2023-11-06,STORE001,SKU003,home,29,61.16,61.16,5087,0,0,0.1,0,7
2023-11-07,STORE001,SKU003,home,31,61.16,61.16,5056,0,0,0.1,0,7
2023-11-08,STORE001,SKU003,home,31,61.16,61.16,5025,0,0,0.1,0,7
2023-11-09,STORE001,SKU003,home,28,61.16,61.16,4997,0,0,0.1,0,7
2023-11-10,STORE001,SKU003,home,32,61.16,61.16,4965,0,0,0.1,0,7
2023-11-11,STORE001,SKU003,home,45,61.16,61.16,4920,0,0,0.1,1,7
2023-11-12,STORE001,SKU003,home,47,61.16,61.16,4873,0,0,0.1,1,7
2023-11-13,STORE001,SKU003,home,24,61.16,61.16,4849,0,0,0.1,0,7
2023-11-14,STORE001,SKU003,home,29,61.16,61.16,4820,0,0,0.1,0,7
2023-11-15,STORE001,SKU003,home,33,61.16,61.16,4787,0,0,0.1,0,7
2023-11-16,STORE001,SKU003,home,28,61.16,61.16,4759,0,0,0.1,0,7
2023-11-17,STORE001,SKU003,home,35,61.16,61.16,4724,0,0,0.1,0,7
2023-11-18,STORE001,SKU003,home,53,61.16,61.16,4671,0,0,0.1,1,7
2023-11-19,STORE001,SKU003,home,42,61.16,61.16,4629,0,0,0.1,1,7
2023-11-20,STORE001,SKU003,home,34,61.16,61.16,4595,0,0,0.1,0,7
2023-11-21,STORE001,SKU003,home,28,61.16,61.16,4567,0,0,0.1,0,7
2023-11-22,STORE001,SKU003,home,38,61.16,61.16,4529,0,0,0.1,0,7
2023-11-23,STORE001,SKU003,home,22,61.16,61.16,4507,0,0,0.1,0,7
2023-11-24,STORE001,SKU003,home,54,58.96,61.16,4453,0,1,0.4,0,7
2023-11-25,STORE001,SKU003,home,45,61.16,61.16,4408,0,0,0.1,1,7
2023-11-26,STORE001,SKU003,home,40,61.16,61.16,4368,0,0,0.1,1,7
2023-11-27,STORE001,SKU003,home,50,55.24,61.16,4318,0,1,0.4,0,7
2023-11-28,STORE001,SKU003,home,20,61.16,61.16,4298,0,0,0.1,0,7
2023-11-29,STORE001,SKU003,home,31,61.16,61.16,4267,0,0,0.1,0,7
2023-11-30,STORE001,SKU003,home,20,61.16,61.16,4247,0,0,0.1,0,7
2023-12-01,STORE001,SKU003,home,31,61.16,61.16,4216,0,0,0.1,0,7
2023-12-02,STORE001,SKU003,home,45,61.16,61.16,4171,0,0,0.1,1,7
2023-12-03,STORE001,SKU003,home,38,61.16,61.16,4133,0,0,0.1,1,7
2023-12-04,STORE001,SKU003,home,40,61.16,61.16,4093,0,0,0.1,0,7
2023-12-05,STORE001,SKU003,home,25,61.16,61.16,4068,0,0,0.1,0,7
2023-12-06,STORE001,SKU003,home,37,61.16,61.16,4031,0,0,0.1,0,7
2023-12-07,STORE001,SKU003,home,31,61.16,61.16,4000,0,0,0.1,0,7
2023-12-08,STORE001,SKU003,home,31,61.16,61.16,3969,0,0,0.1,0,7
2023-12-09,STORE001,SKU003,home,45,61.16,61.16,3924,0,0,0.1,1,7
2023-12-10,STORE001,SKU003,home,45,61.16,61.16,3879,0,0,0.1,1,7
2023-12-11,STORE001,SKU003,home,36,61.16,61.16,3843,0,0,0.1,0,7
2023-12-12,STORE001,SKU003,home,39,61.16,61.16,3804,0,0,0.1,0,7
2023-12-13,STORE001,SKU003,home,31,61.16,61.16,3773,0,0,0.1,0,7
2023-12-14,STORE001,SKU003,home,30,61.16,61.16,3743,0,0,0.1,0,7
2023-12-15,STORE001,SKU003,home,27,61.16,61.16,3716,0,0,0.1,0,7
2023-12-16,STORE001,SKU003,home,43,61.16,61.16,3673,0,0,0.1,1,7
2023-12-17,STORE001,SKU003,home,41,61.16,61.16,3632,0,0,0.1,1,7
2023-12-18,STORE001,SKU003,home,27,61.16,61.16,3605,0,0,0.1,0,7
2023-12-19,STORE001,SKU003,home,37,61.16,61.16,3568,0,0,0.1,0,7
2023-12-20,STORE001,SKU003,home,38,61.16,61.16,3530,0,0,0.1,0,7
2023-12-21,STORE001,SKU003,home,38,61.16,61.16,3492,0,0,0.1,0,7
2023-12-22,STORE001,SKU003,home,34,61.16,61.16,3458,0,0,0.1,0,7
2023-12-23,STORE001,SKU003,home,49,61.16,61.16,3409,0,0,0.1,1,7
2023-12-24,STORE001,SKU003,home,78,63.08,61.16,3331,0,1,0.4,1,7
2023-12-25,STORE001,SKU003,home,54,59.66,61.16,3277,0,1,0.4,0,7
2023-12-26,STORE001,SKU003,home,23,61.16,61.16,3254,0,0,0.1,0,7
2023-12-27,STORE001,SKU003,home,38,61.16,61.16,3216,0,0,0.1,0,7
2023-12-28,STORE001,SKU003,home,34,61.16,61.16,3182,0,0,0.1,0,7
2023-12-29,STORE001,SKU003,home,42,61.16,61.16,3140,0,0,0.1,0,7
2023-12-30,STORE001,SKU003,home,59,61.16,61.16,3081,0,0,0.1,1,7
2023-12-31,STORE001,SKU003,home,67,61.16,61.16,3014,0,0,0.1,1,7
2024-01-01,STORE001,SKU003,home,45,61.22,61.16,2969,0,1,0.4,0,7
2024-01-02,STORE001,SKU003,home,40,61.16,61.16,2929,0,0,0.1,0,7
2024-01-03,STORE001,SKU003,home,32,61.16,61.16,2897,0,0,0.1,0,7
2024-01-04,STORE001,SKU003,home,35,61.16,61.16,2862,0,0,0.1,0,7
2024-01-05,STORE001,SKU003,home,36,61.16,61.16,2826,0,0,0.1,0,7
2024-01-06,STORE001,SKU003,home,50,61.16,61.16,2776,0,0,0.1,1,7
2024-01-07,STORE001,SKU003,home,60,61.16,61.16,2716,0,0,0.1,1,7
2024-01-08,STORE001,SKU003,home,34,61.16,61.16,2682,0,0,0.1,0,7
2024-01-09,STORE001,SKU003,home,31,61.16,61.16,2651,0,0,0.1,0,7
2024-01-10,STORE001,SKU003,home,37,61.16,61.16,2614,0,0,0.1,0,7
2024-01-11,STORE001,SKU003,home,37,61.16,61.16,2577,0,0,0.1,0,7
2024-01-12,STORE001,SKU003,home,53,61.16,61.16,2524,0,0,0.1,0,7
2024-01-13,STORE001,SKU003,home,55,61.16,61.16,2469,0,0,0.1,1,7
2024-01-14,STORE001,SKU003,home,42,61.16,61.16,2427,0,0,0.1,1,7
2024-01-15,STORE001,SKU003,home,36,61.16,61.16,2391,0,0,0.1,0,7
2024-01-16,STORE001,SKU003,home,46,61.16,61.16,2345,0,0,0.1,0,7
2024-01-17,STORE001,SKU003,home,52,61.16,61.16,2293,0,0,0.1,0,7
2024-01-18,STORE001,SKU003,home,31,61.16,61.16,2262,0,0,0.1,0,7
2024-01-19,STORE001,SKU003,home,29,61.16,61.16,2233,0,0,0.1,0,7
2024-01-20,STORE001,SKU003,home,64,61.16,61.16,2169,0,0,0.1,1,7
2024-01-21,STORE001,SKU003,home,59,61.16,61.16,2110,0,0,0.1,1,7
2024-01-22,STORE001,SKU003,home,26,61.16,61.16,2084,0,0,0.1,0,7
2024-01-23,STORE001,SKU003,home,41,61.16,61.16,2043,0,0,0.1,0,7
2024-01-24,STORE001,SKU003,home,43,61.16,61.16,2000,0,0,0.1,0,7
2024-01-25,STORE001,SKU003,home,47,61.16,61.16,1953,0,0,0.1,0,7
2024-01-26,STORE001,SKU003,home,36,61.16,61.16,1917,0,0,0.1,0,7
2024-01-27,STORE001,SKU003,home,61,61.16,61.16,1856,0,0,0.1,1,7
2024-01-28,STORE001,SKU003,home,49,61.16,61.16,1807,0,0,0.1,1,7
2024-01-29,STORE001,SKU003,home,40,61.16,61.16,1767,0,0,0.1,0,7
2024-01-30,STORE001,SKU003,home,37,61.16,61.16,1730,0,0,0.1,0,7
2024-01-31,STORE001,SKU003,home,46,61.16,61.16,1684,0,0,0.1,0,7
2024-02-01,STORE001,SKU003,home,48,61.16,61.16,1636,0,0,0.1,0,7
2024-02-02,STORE001,SKU003,home,41,61.16,61.16,1595,0,0,0.1,0,7
2024-02-03,STORE001,SKU003,home,41,61.16,61.16,1554,0,0,0.1,1,7
2024-02-04,STORE001,SKU003,home,55,61.16,61.16,1499,0,0,0.1,1,7
2024-02-05,STORE001,SKU003,home,59,61.16,61.16,1440,0,0,0.1,0,7
2024-02-06,STORE001,SKU003,home,37,61.16,61.16,1403,0,0,0.1,0,7
2024-02-07,STORE001,SKU003,home,52,61.16,61.16,1351,0,0,0.1,0,7
2024-02-08,STORE001,SKU003,home,50,61.16,61.16,1301,0,0,0.1,0,7
2024-02-09,STORE001,SKU003,home,46,61.16,61.16,1255,0,0,0.1,0,7
2024-02-10,STORE001,SKU003,home,78,61.16,61.16,1177,0,0,0.1,1,7
2024-02-11,STORE001,SKU003,home,67,61.16,61.16,1110,0,0,0.1,1,7
2024-02-12,STORE001,SKU003,home,51,61.16,61.16,1059,0,0,0.1,0,7
2024-02-13,STORE001,SKU003,home,51,61.16,61.16,1008,0,0,0.1,0,7
2024-02-14,STORE001,SKU003,home,65,56.72,61.16,943,0,1,0.4,0,7
2024-02-15,STORE001,SKU003,home,40,61.16,61.16,903,0,0,0.1,0,7
2024-02-16,STORE001,SKU003,home,45,61.16,61.16,858,0,0,0.1,0,7
2024-02-17,STORE001,SKU003,home,60,61.16,61.16,798,0,0,0.1,1,7
2024-02-18,STORE001,SKU003,home,70,61.16,61.16,728,0,0,0.1,1,7
2024-02-19,STORE001,SKU003,home,42,61.16,61.16,686,0,0,0.1,0,7
2024-02-20,STORE001,SKU003,home,47,61.16,61.16,639,0,0,0.1,0,7
2024-02-21,STORE001,SKU003,home,53,61.16,61.16,586,0,0,0.1,0,7
2024-02-22,STORE001,SKU003,home,43,61.16,61.16,543,0,0,0.1,0,7
2024-02-23,STORE001,SKU003,home,35,61.16,61.16,508,0,0,0.1,0,7
2024-02-24,STORE001,SKU003,home,64,61.16,61.16,444,0,0,0.1,1,7
2024-02-25,STORE001,SKU003,home,59,61.16,61.16,2434,0,0,0.1,1,7
2024-02-26,STORE001,SKU003,home,45,61.16,61.16,4437,0,0,0.1,0,7
2024-02-27,STORE001,SKU003,home,43,61.16,61.16,6442,0,0,0.1,0,7
2024-02-28,STORE001,SKU003,home,33,61.16,61.16,8457,0,0,0.1,0,7
2024-02-29,STORE001,SKU003,home,52,61.16,61.16,10453,0,0,0.1,0,7
2024-03-01,STORE001,SKU003,home,54,61.16,61.16,12448,0,0,0.1,0,7
2024-03-02,STORE001,SKU003,home,68,61.16,61.16,14428,0,0,0.1,1,7
2024-03-03,STORE001,SKU003,home,70,61.16,61.16,14358,0,0,0.1,1,7
2024-03-04,STORE001,SKU003,home,50,61.16,61.16,14308,0,0,0.1,0,7
2024-03-05,STORE001,SKU003,home,51,61.16,61.16,14257,0,0,0.1,0,7
2024-03-06,STORE001,SKU003,home,43,61.16,61.16,14214,0,0,0.1,0,7
2024-03-07,STORE001,SKU003,home,47,61.16,61.16,14167,0,0,0.1,0,7
2024-03-08,STORE001,SKU003,home,50,61.16,61.16,14117,0,0,0.1,0,7
2024-03-09,STORE001,SKU003,home,80,61.16,61.16,14037,0,0,0.1,1,7
2024-03-10,STORE001,SKU003,home,71,61.16,61.16,13966,0,0,0.1,1,7
2024-03-11,STORE001,SKU003,home,56,61.16,61.16,13910,0,0,0.1,0,7
2024-03-12,STORE001,SKU003,home,50,61.16,61.16,13860,0,0,0.1,0,7
2024-03-13,STORE001,SKU003,home,42,61.16,61.16,13818,0,0,0.1,0,7
2024-03-14,STORE001,SKU003,home,56,61.16,61.16,13762,0,0,0.1,0,7
2024-03-15,STORE001,SKU003,home,52,61.16,61.16,13710,0,0,0.1,0,7
2024-03-16,STORE001,SKU003,home,63,61.16,61.16,13647,0,0,0.1,1,7
2024-03-17,STORE001,SKU003,home,71,61.16,61.16,13576,0,0,0.1,1,7
2024-03-18,STORE001,SKU003,home,49,61.16,61.16,13527,0,0,0.1,0,7
2024-03-19,STORE001,SKU003,home,50,61.16,61.16,13477,0,0,0.1,0,7
2024-03-20,STORE001,SKU003,home,58,61.16,61.16,13419,0,0,0.1,0,7
2024-03-21,STORE001,SKU003,home,54,61.16,61.16,13365,0,0,0.1,0,7
2024-03-22,STORE001,SKU003,home,49,61.16,61.16,13316,0,0,0.1,0,7
2024-03-23,STORE001,SKU003,home,75,61.16,61.16,13241,0,0,0.1,1,7
2024-03-24,STORE001,SKU003,home,73,61.16,61.16,13168,0,0,0.1,1,7
